"skim_type","skim_variable","n_missing","complete_rate","character.min","character.max","character.empty","character.n_unique","character.whitespace","factor.ordered","factor.n_unique","factor.top_counts","numeric.mean","numeric.sd","numeric.p0","numeric.p25","numeric.p50","numeric.p75","numeric.p100","numeric.hist"
"numeric","v1028118",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.100090709788,807.529800436895,0,0,225.12226881,622.747968945,14498.74551237,"▇▁▁▁▁"
"numeric","v1028119",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.618635775097,793.80278562922,0,0,234.14424885,631.84337154,14698.89168426,"▇▁▁▁▁"
"numeric","v1028120",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.94945087844,798.208068809842,0,0,234.85009935,620.34504656,20349.35919456,"▇▁▁▁▁"
"numeric","v1028121",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.418363844599,799.38561285592,0,0,231.14595901,629.27006459,17078.98764866,"▇▁▁▁▁"
"numeric","v1028122",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.684817044389,783.183013479829,0,0,237.567896505,626.384202805,17576.90748567,"▇▁▁▁▁"
"numeric","v1028123",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.016012049485,788.415624924584,0,0,233.21189431,629.49106731,13413.99951797,"▇▁▁▁▁"
"numeric","v1028124",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.398335157833,803.502149506673,0,0,232.80339523,618.17130673,20053.08904552,"▇▁▁▁▁"
"numeric","v1028125",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.638685389015,782.395966447958,0,0,239.14605652,626.333444425,14151.27020136,"▇▁▁▁▁"
"numeric","v1028126",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.348542393426,812.880324747915,0,0,235.359383995,620.93658523,16482.70885771,"▇▁▁▁▁"
"numeric","v1028127",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.157628761993,822.21701807147,0,0,238.10066588,626.1111541025,28435.87437997,"▇▁▁▁▁"
"numeric","v1028128",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.950467721452,794.380412020008,0,0,231.0339685,625.0225819425,14760.61391356,"▇▁▁▁▁"
"numeric","v1028129",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.941042018028,787.035747691418,0,0,228.82517533,628.8758279325,17110.06602084,"▇▁▁▁▁"
"numeric","v1028130",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.443255399881,812.296438038185,0,0,233.83020788,623.34923671,30525.45567525,"▇▁▁▁▁"
"numeric","v1028131",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.856546559437,788.385285650055,0,0,235.87822731,629.32817227,14457.44097287,"▇▁▁▁▁"
"numeric","v1028132",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.991869872692,838.229633901673,0,0,233.16648383,616.772720475,30451.23951091,"▇▁▁▁▁"
"numeric","v1028133",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.228859530104,787.756749010807,0,0,240.117414415,620.446511735,14235.31557933,"▇▁▁▁▁"
"numeric","v1028134",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.853161405625,803.307818644526,0,0,235.84126177,620.65994518,15272.33295883,"▇▁▁▁▁"
"numeric","v1028135",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.024861352724,801.826947160101,0,0,231.869569385,622.64559605,17559.88244265,"▇▁▁▁▁"
"numeric","v1028136",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.22959632073,845.293972107481,0,0,233.764094015,622.7717251825,40916.1147254,"▇▁▁▁▁"
"numeric","v1028137",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.819360566594,802.326455144515,0,0,237.865298455,623.3153813475,18822.51814393,"▇▁▁▁▁"
"numeric","v1028138",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.490169975988,800.78511316365,0,0,231.54105126,622.81966873,19083.12477011,"▇▁▁▁▁"
"numeric","v1028139",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.432582806836,797.162692620453,0,0,239.828116125,619.131464925,14048.70986219,"▇▁▁▁▁"
"numeric","v1028140",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.505208429439,788.995841708686,0,0,236.37037061,617.85927177,13651.04232033,"▇▁▁▁▁"
"numeric","v1028141",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.646273051316,804.239528225848,0,0,229.06278862,610.534558785,15904.65826698,"▇▁▁▁▁"
"numeric","v1028142",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.105611391579,787.402826075437,0,0,234.90954365,623.986310615,27642.7487339,"▇▁▁▁▁"
"numeric","v1028143",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.432390938029,789.452034979932,0,0,236.074713845,620.74891088,12165.94754113,"▇▁▁▁▁"
"numeric","v1028144",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.934912091642,801.921939312635,0,0,232.41497588,621.64524814,16719.72636653,"▇▁▁▁▁"
"numeric","v1028145",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.974795240341,815.959067621428,0,0,233.918116185,632.9267958175,20530.91139959,"▇▁▁▁▁"
"numeric","v1028146",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.478406437907,831.595121019676,0,0,227.57094177,620.760912,29293.86019277,"▇▁▁▁▁"
"numeric","v1028147",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.819591521467,777.145572668264,0,0,242.03693691,627.9845939975,20662.2538044,"▇▁▁▁▁"
"numeric","v1028148",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.92484135724,785.558471671363,0,0,240.36938396,628.2536977825,16680.21026199,"▇▁▁▁▁"
"numeric","v1028149",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.120743790355,800.714568621423,0,0,235.0696649,626.9643116,20718.4634426,"▇▁▁▁▁"
"numeric","v1028150",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.4845544033,788.955703326573,0,0,232.4955771,633.572600295,16876.64374077,"▇▁▁▁▁"
"numeric","v1028151",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.057705023935,808.528530768008,0,0,235.18030718,618.2916367725,15326.06068744,"▇▁▁▁▁"
"numeric","v1028152",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.10796120129,807.168454004321,0,0,234.75265027,621.43161351,21247.29343758,"▇▁▁▁▁"
"numeric","v1028153",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.908163642064,785.097797688867,0,0,237.10292431,629.2946955075,13499.46810553,"▇▁▁▁▁"
"numeric","v1028154",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.965256332351,799.169708719622,0,0,230.834115625,620.09900813,17097.79527706,"▇▁▁▁▁"
"numeric","v1028155",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.39638302037,787.309945879995,0,0,237.25229094,624.615437725,20246.88013961,"▇▁▁▁▁"
"numeric","v1028156",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.48306406115,790.097094690968,0,0,235.34060253,627.2795514625,15683.79195018,"▇▁▁▁▁"
"numeric","v1028157",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.601926111767,789.39612871129,0,0,236.423248945,627.48019433,12225.90770398,"▇▁▁▁▁"
"numeric","v1028158",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.290422309276,791.383578518347,0,0,234.73801719,624.3145316625,19143.33288029,"▇▁▁▁▁"
"numeric","v1028159",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.462215818486,784.504640515121,0,0,236.82064682,622.4539009,17715.53017769,"▇▁▁▁▁"
"numeric","v1028160",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.71122225454,798.227945157012,0,0,236.304833175,619.5708645975,20588.13096943,"▇▁▁▁▁"
"numeric","v1028161",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.243978140552,804.515676369169,0,0,236.929068075,629.0737226325,30776.59356759,"▇▁▁▁▁"
"numeric","v1028162",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.568606867746,785.03147844258,0,0,241.214811725,623.77026613,19897.08021368,"▇▁▁▁▁"
"numeric","v1028163",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.164493662753,818.406507645313,0,0,236.25514983,621.7942019825,28202.59257062,"▇▁▁▁▁"
"numeric","v1028164",0,1,NA,NA,NA,NA,NA,NA,NA,NA,479.882015766636,823.102879910299,0,0,231.85015916,620.09569007,30968.26519269,"▇▁▁▁▁"
"numeric","v1028165",0,1,NA,NA,NA,NA,NA,NA,NA,NA,479.83964077316,783.707684540899,0,0,238.00449579,616.5129444975,19713.46284006,"▇▁▁▁▁"
"numeric","v1028166",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.743678585116,792.982339791688,0,0,235.45922528,628.2162825875,15176.85623305,"▇▁▁▁▁"
"numeric","v1028167",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.78047395711,799.199078894464,0,0,231.159466085,623.411473235,20056.21723807,"▇▁▁▁▁"
"numeric","v1028168",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.132068402513,785.842715152571,0,0,236.40787942,625.2387138,12975.80943781,"▇▁▁▁▁"
"numeric","v1028169",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.000312499245,795.577599554018,0,0,232.85367114,626.80168762,20667.74615032,"▇▁▁▁▁"
"numeric","v1028170",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.845078421499,778.377322992692,0,0,239.899876295,627.08391243,12195.06164755,"▇▁▁▁▁"
"numeric","v1028171",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.423902874938,813.756098999337,0,0,230.890869165,621.83483786,14944.94612539,"▇▁▁▁▁"
"numeric","v1028172",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.067129575276,782.563262583618,0,0,236.065266445,625.795827675,14325.15374908,"▇▁▁▁▁"
"numeric","v1028173",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.939348061023,802.18660672544,0,0,237.49483763,629.1921267025,20431.35654104,"▇▁▁▁▁"
"numeric","v1028174",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.544669011299,778.047851499012,0,0,237.39888763,621.91381562,11442.26320589,"▇▁▁▁▁"
"numeric","v1028175",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.982977361999,805.420012821775,0,0,243.35771074,624.371657105,18139.79540958,"▇▁▁▁▁"
"numeric","v1028176",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.14881718747,807.271744419735,0,0,234.73351467,616.2834235025,19157.23517789,"▇▁▁▁▁"
"numeric","v1028177",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.170479757728,790.103720731302,0,0,238.71956601,620.7909504725,21416.4008033,"▇▁▁▁▁"
"numeric","v1028178",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.296866042127,788.586309098318,0,0,234.24981154,625.764840095,13999.06144127,"▇▁▁▁▁"
"numeric","v1028179",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.44359706463,792.213994458033,0,0,235.11574671,619.892672815,14177.70598605,"▇▁▁▁▁"
"numeric","v1028180",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.491102740346,807.520036507071,0,0,228.14998414,617.919534175,15909.63893311,"▇▁▁▁▁"
"numeric","v1028181",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.447941776641,797.408934235332,0,0,229.01448837,619.9576159,15579.05707712,"▇▁▁▁▁"
"numeric","v1028182",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.172432303449,786.069492224614,0,0,235.74826905,623.38373094,17258.40544713,"▇▁▁▁▁"
"numeric","v1028183",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.550575608681,791.898323722334,0,0,235.38646751,627.6414757325,12972.30327834,"▇▁▁▁▁"
"numeric","v1028184",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.388766908198,799.823519403724,0,0,232.71499395,622.414560055,14766.88790561,"▇▁▁▁▁"
"numeric","v1028185",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.922497285801,792.223466578145,0,0,239.17018531,620.5036825825,19608.09989614,"▇▁▁▁▁"
"numeric","v1028186",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.275408242216,804.65661403412,0,0,236.786072455,628.37837143,19040.14938909,"▇▁▁▁▁"
"numeric","v1028187",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.182627180882,787.740316845254,0,0,239.16334411,626.24950394,16547.85165424,"▇▁▁▁▁"
"numeric","v1028188",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.384932951114,809.356246922582,0,0,237.702615605,621.31557263,25345.39768998,"▇▁▁▁▁"
"numeric","v1028189",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.068662853526,809.949840078626,0,0,231.60592654,616.7387776525,15063.89014904,"▇▁▁▁▁"
"numeric","v1028190",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.061786986976,794.681330352138,0,0,227.658109225,624.74638413,13385.49263957,"▇▁▁▁▁"
"numeric","v1028191",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.731270286867,789.378382200465,0,0,233.308680385,629.95010132,12139.37527481,"▇▁▁▁▁"
"numeric","v1028192",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.860813729716,780.058826368517,0,0,235.76677279,623.1291639,17842.36295914,"▇▁▁▁▁"
"numeric","v1028193",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.95847798417,803.661451957832,0,0,236.627907215,613.247535225,12719.01069309,"▇▁▁▁▁"
"numeric","v1028194",0,1,NA,NA,NA,NA,NA,NA,NA,NA,482.052123019432,782.37513742827,0,0,234.61788637,628.69456173,14138.21051211,"▇▁▁▁▁"
"numeric","v1028195",0,1,NA,NA,NA,NA,NA,NA,NA,NA,481.440706971079,798.715476019156,0,0,238.04992613,625.313489295,21185.28675202,"▇▁▁▁▁"
"numeric","v1028196",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.875316509499,795.524237489117,0,0,236.612096165,622.298621685,14321.7938552,"▇▁▁▁▁"
"numeric","v1028197",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.51655207017,790.95180601375,0,0,231.457663515,623.33067045,14119.95448733,"▇▁▁▁▁"
"numeric","v1028198",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.905240766219,784.403507639541,0,0,242.35291506,622.9948352,18611.31531852,"▇▁▁▁▁"
"numeric","v1028199",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.589543136349,822.074789999877,0,0,223.82687977,618.10539613,15596.40796467,"▇▁▁▁▁"
"numeric","v1028200",0,1,NA,NA,NA,NA,NA,NA,NA,NA,480.991969687447,785.197020773285,0,0,230.12117743,631.0625654375,20621.16150182,"▇▁▁▁▁"
"numeric","idade",0,1,NA,NA,NA,NA,NA,NA,NA,NA,21.8849682356045,4.34374863642363,15,18,22,26,29,"▇▇▇▇▇"
"numeric","estudando",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.387708295276949,0.487229906924862,0,0,0,1,1,"▇▁▁▁▅"
"numeric","nivel_instrucao",0,1,NA,NA,NA,NA,NA,NA,NA,NA,4.36302746148694,1.47161175126099,1,3,5,5,7,"▃▂▅▇▅"
"numeric","concluiu_em",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.537853416955895,0.498567589601696,0,0,1,1,1,"▇▁▁▁▇"
"numeric","ocupado",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.509884511558993,0.499904823499169,0,0,1,1,1,"▇▁▁▁▇"
"numeric","formal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"▁▁▇▁▁"
"numeric","neet",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.223923765450892,0.416873693506902,0,0,0,0,1,"▇▁▁▁▂"
